"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6","stop_PC5","feasible"
"2532X","2516",52.0445182307123,4.29296960419982,52.06783,4.338401,1,0,32.2,10.7,16.3,5.2,1,5.8,0.8,5,"-1","-1",1
"2516","2532X",52.06783,4.338401,52.0445182307123,4.29296960419982,0,1,29.2,10.5,16.5,2.2,1,6.3,0.8,5.5,"2531SK","2531S",1
"2532X","2316",52.0445182307123,4.29296960419982,52.16847,4.496156,1,0,91.4,23,56.9,11.5,2,22.6,1.6,21,"2532EN","2532E",1
"2316","2532X",52.16847,4.496156,52.0445182307123,4.29296960419982,0,1,88.2,28.3,53,6.8,2,24.9,2.1,22.8,"2532RA","2532R",1
"2532V","2284",52.045154884928,4.29465346898307,52.04115,4.313038,1,0,15.4,11.1,4.4,0,0,2.4,0.8,1.6,"-1","-1",1
"2284","2532V",52.04115,4.313038,52.045154884928,4.29465346898307,0,1,13.4,8.5,5,0,0,2.6,0.6,2,"2533CK","2533C",1
"2532V","2671",52.045154884928,4.29465346898307,51.99332,4.208966,1,0,50,21.6,24.8,3.5,1,10.5,1.6,8.9,"-1","-1",1
"2671","2532V",51.99332,4.208966,52.045154884928,4.29465346898307,0,1,45.1,11.5,28.9,4.7,1,12.8,0.8,12,"2545CZ","2545C",1
"2532V","2571",52.045154884928,4.29465346898307,52.06937,4.286918,1,0,32.5,29.2,3.3,0,0,3.4,2.2,1.2,"2532RA","2532R",1
"2571","2532V",52.06937,4.286918,52.045154884928,4.29465346898307,0,1,32.5,26.5,6,0,0,3.8,2,1.8,"-1","-1",1
"2532S","2516",52.0487032768463,4.29887219491031,52.06783,4.338401,1,0,28.6,17.2,11.4,0,0,4.7,1.3,3.4,"-1","-1",1
"2516","2532S",52.06783,4.338401,52.0487032768463,4.29887219491031,0,1,29.6,17.8,11.8,0,0,5.2,1.3,3.9,"2531SK","2531S",1
"2532S","3454",52.0487032768463,4.29887219491031,52.07694,5.030995,1,0,180.7,21.5,123.2,35.9,2,68.3,1.5,66.8,"2532EA","2532E",1
"3454","2532S",52.07694,5.030995,52.0487032768463,4.29887219491031,0,1,196,20.7,151.5,23.8,5,108.3,1.1,107.2,"2532RA","2532R",1
"2532S","2676",52.0487032768463,4.29887219491031,51.95702,4.212476,1,0,63.9,19.6,32.2,12,2,15.6,1.4,14.2,"2532RP","2532R",1
"2676","2533J",51.95702,4.212476,52.0509015842924,4.29388139874333,0,1,66.7,19.9,37,9.8,2,16.4,1.4,15,"2532EA","2532E",1
"2532T","2571",52.0474416051998,4.29884757739698,52.06937,4.286918,1,0,28.2,23.2,5,0,0,3.4,1.7,1.7,"2531PJ","2531P",1
"2571","2532T",52.06937,4.286918,52.0474416051998,4.29884757739698,0,1,28.2,22.2,6,0,0,3.5,1.7,1.8,"-1","-1",1
"2532B","2671",52.0471157905223,4.29792093747227,51.99332,4.208966,1,0,54.2,14.2,30.2,9.8,1,12.3,1,11.3,"2532RP","2532R",1
"2671","2532B",51.99332,4.208966,52.0471157905223,4.29792093747227,0,1,49.1,14.4,30,4.7,1,13.5,1,12.5,"2545CG","2545C",1
"2532V","2595",52.045154884928,4.29465346898307,52.08087,4.334532,1,0,42.5,13.9,23.8,4.8,2,7.8,1,6.8,"2532EN","2532E",1
"2595","2532V",52.08087,4.334532,52.045154884928,4.29465346898307,0,1,42.6,10.2,25.6,6.8,2,8.7,0.7,8,"2545JT","2545J",1
"2532A","1118",52.0437946031594,4.29258857713425,52.30665,4.760595,1,0,142.6,14,114.7,13.9,3,63,0.9,62.1,"2533CA","2533C",1
"1118","2532A",52.30665,4.760595,52.0437946031594,4.29258857713425,0,1,142.9,20.5,104.2,18.2,4,58.8,1.4,57.4,"2531SK","2531S",1
"2532A","2333",52.0437946031594,4.29258857713425,52.16816,4.468049,1,0,99.4,25.4,62.5,11.5,2,24.1,1.8,22.3,"2532EN","2532E",1
"2284","2532A",52.04115,4.313038,52.0437946031594,4.29258857713425,0,1,10.9,5.9,5,0,0,2.4,0.4,2,"2533CK","2533C",1
"2532X","2571",52.0445182307123,4.29296960419982,52.06937,4.286918,1,0,29.7,6.9,17.1,5.7,1,5.7,0.5,5.2,"2545CZ","2545C",1
"2571","2532X",52.06937,4.286918,52.0445182307123,4.29296960419982,0,1,32.9,10,18.4,4.5,1,6,0.7,5.3,"2533CA","2533C",1
"2532V","2523",52.045154884928,4.29465346898307,52.05678,4.319141,1,0,18.3,11.3,7,0,0,3,0.8,2.2,"2532EN","2532E",1
"2523","2532V",52.05678,4.319141,52.045154884928,4.29465346898307,0,1,17.8,10.8,6.9,0,0,3,0.8,2.2,"2532EN","2532E",1
"2532V","2511",52.045154884928,4.29465346898307,52.07851,4.317539,1,0,27.6,8.2,19.4,0,0,6.4,0.6,5.8,"2532EN","2532E",1
"2532T","2284",52.0474416051998,4.29884757739698,52.04115,4.313038,1,0,12.8,9.3,3.6,0,0,1.6,0.7,0.9,"-1","-1",1
"2284","2532T",52.04115,4.313038,52.0474416051998,4.29884757739698,0,1,13.2,10.4,2.8,0,0,1.7,0.8,0.9,"2531PJ","2531P",1
"2532B","2495",52.0471157905223,4.29792093747227,52.05549,4.359042,1,0,57.2,34.3,14.7,8.2,1,7,2.6,4.4,"2532EA","2532E",1
"2495","2532B",52.05549,4.359042,52.0471157905223,4.29792093747227,0,1,55.9,34.8,16.1,5,1,7.7,2.6,5.1,"2532RP","2532R",1
"2532A","2288",52.0437946031594,4.29258857713425,52.03277,4.337166,1,0,33,22.3,10.7,0,0,4.5,1.6,2.9,"2533CA","2533C",1
"2532A","2512",52.0437946031594,4.29258857713425,52.07346,4.304762,1,0,28.7,4.4,20,4.3,1,5.9,0.3,5.6,"2545JT","2545J",1
"2512","2532A",52.07346,4.304762,52.0437946031594,4.29258857713425,0,1,31.5,6.2,18.1,7.1,1,5.9,0.4,5.5,"2545JT","2545J",1
"2333","2532A",52.16816,4.468049,52.0437946031594,4.29258857713425,0,1,89.1,17.4,68.4,3.3,1,26.6,1.2,25.4,"2532EN","2532E",1
"2571","2532B",52.06937,4.286918,52.0471157905223,4.29792093747227,0,1,29.1,23.1,6,0,0,3.5,1.8,1.7,"-1","-1",1
"2531K","2574",52.0441343141771,4.29620031203014,52.06384,4.277853,1,0,27.4,6.6,14.7,6.1,1,4.9,0.5,4.4,"2545CG","2545C",1
"2574","2531K",52.06384,4.277853,52.0441343141771,4.29620031203014,0,1,29,7.4,13.6,8,1,4.9,0.5,4.4,"2545CG","2545C",1
"2548","2532D",52.02944,4.290399,52.0459062928883,4.29687393506817,0,1,23.6,14.2,9.4,0,0,5,1.1,3.9,"2532EN","2532E",1
"2532T","2548",52.0474416051998,4.29884757739698,52.02944,4.290399,1,0,22.8,14,8.8,0,0,4.5,1,3.5,"2532RP","2532R",1
"2548","2532T",52.02944,4.290399,52.0474416051998,4.29884757739698,0,1,23.4,11.2,12.2,0,0,5.6,0.8,4.8,"2532EA","2532E",1
"2532T","2288",52.0474416051998,4.29884757739698,52.03277,4.337166,1,0,33.3,24.3,9,0,0,3.8,1.8,2,"-1","-1",1
"2288","2532T",52.03277,4.337166,52.0474416051998,4.29884757739698,0,1,32.5,25.5,7,0,0,4.2,1.9,2.3,"2531PJ","2531P",1
"2532V","2289",52.045154884928,4.29465346898307,52.03719,4.348908,1,0,57.3,39.8,13.8,3.8,1,6.4,2.8,3.6,"-1","-1",1
"2289","2532V",52.03719,4.348908,52.045154884928,4.29465346898307,0,1,60.4,41.3,14.2,4.8,1,8,2.9,5.1,"2532EN","2532E",1
"2532V","2548",52.045154884928,4.29465346898307,52.02944,4.290399,1,0,21.6,13.8,7.8,0,0,4.2,1,3.2,"2532EN","2532E",1
"2532V","2512",52.045154884928,4.29465346898307,52.07346,4.304762,1,0,29,14.8,14.2,0,0,4.6,1.1,3.5,"2532RA","2532R",1
"2512","2532V",52.07346,4.304762,52.045154884928,4.29465346898307,0,1,34,8.8,18.1,7.1,1,6.1,0.6,5.5,"2545JT","2545J",1
"2532S","2284",52.0487032768463,4.29887219491031,52.04115,4.313038,1,0,14.4,9,5.4,0,0,2.2,0.7,1.5,"2532RA","2532R",1
"2284","2532S",52.04115,4.313038,52.0487032768463,4.29887219491031,0,1,14.4,9.9,4.5,0,0,2.2,0.7,1.5,"2532RA","2532R",1
"2316","2546S",52.16847,4.496156,52.05787,4.271055,0,1,80.5,22,53.9,4.6,1,24.8,1.6,23.2,"2545CG","2545C",1
"2532A","2671",52.0437946031594,4.29258857713425,51.99332,4.208966,1,0,46.3,12.3,30.2,3.8,1,11.8,0.9,10.9,"2532EN","2532E",1
"2671","2532A",51.99332,4.208966,52.0437946031594,4.29258857713425,0,1,42.5,8.9,28.9,4.7,1,12.6,0.6,12,"2545CZ","2545C",1
"2532A","2284",52.0437946031594,4.29258857713425,52.04115,4.313038,1,0,13.6,8.1,5.5,0,0,2.6,0.6,2,"2533CA","2533C",1
"2532A","2571",52.0437946031594,4.29258857713425,52.06937,4.286918,1,0,29.3,6.6,17.1,5.7,1,5.6,0.5,5.1,"2545CZ","2545C",1
"2532T","2676",52.0474416051998,4.29884757739698,51.95702,4.212476,1,0,64.3,20.1,32.2,12,2,15.6,1.4,14.2,"2532RP","2532R",1
"2676","2532T",51.95702,4.212476,52.0474416051998,4.29884757739698,0,1,64.5,17.7,37,9.8,2,16.2,1.3,14.9,"2532EA","2532E",1
"2532D","2288",52.0459062928883,4.29687393506817,52.03277,4.337166,1,0,34.9,25.3,9.6,0,0,4.2,1.9,2.3,"-1","-1",1
"2288","2532D",52.03277,4.337166,52.0459062928883,4.29687393506817,0,1,32.1,24.6,7.4,0,0,4.2,1.8,2.4,"-1","-1",1
"2532X","2515",52.0445182307123,4.29296960419982,52.0727,4.321192,1,0,24.8,9.6,15.2,0,0,5,0.7,4.3,"2532EN","2532E",1
"2515","2532X",52.0727,4.321192,52.0445182307123,4.29296960419982,0,1,24.3,10.7,13.6,0,0,5.4,0.8,4.6,"2532EN","2532E",1
"2532B","2516",52.0471157905223,4.29792093747227,52.06783,4.338401,1,0,30.2,11.4,13.5,5.2,1,5.1,0.8,4.3,"-1","-1",1
"2516","2532B",52.06783,4.338401,52.0471157905223,4.29792093747227,0,1,29.7,12,15.5,2.2,1,6,0.9,5.1,"2531SK","2531S",1
"2531K","2547",52.0441343141771,4.29620031203014,52.06093,4.266762,1,0,20.5,7.9,12.6,0,0,4.1,0.6,3.5,"2545CS","2545C",1
"2547","2531K",52.06093,4.266762,52.0441343141771,4.29620031203014,0,1,21.8,9.3,12.5,0,0,4.1,0.7,3.4,"2545CC","2545C",1
"2531K","2562",52.0441343141771,4.29620031203014,52.07473,4.281926,1,0,40.8,35.8,5,0,0,4.4,2.7,1.7,"2531PJ","2531P",1
"2562","2531K",52.07473,4.281926,52.0441343141771,4.29620031203014,0,1,34.6,13.6,15.4,5.7,1,5.4,1,4.4,"-1","-1",1
"2532A","2495",52.0437946031594,4.29258857713425,52.05549,4.359042,1,0,57.2,31,26.2,0,0,9.1,2.4,6.7,"2533CA","2533C",1
"2495","2532A",52.05549,4.359042,52.0437946031594,4.29258857713425,0,1,52.8,29.2,23.6,0,0,9,2.2,6.8,"2533CK","2533C",1
"2532T","2289",52.0474416051998,4.29884757739698,52.03719,4.348908,1,0,60,40.3,12.1,7.7,1,7.2,2.8,4.4,"2532EA","2532E",1
"2289","2532T",52.03719,4.348908,52.0474416051998,4.29884757739698,0,1,59.4,46.4,10,3,1,6.7,3.3,3.4,"2531PJ","2531P",1
"2532B","2333",52.0471157905223,4.29792093747227,52.16816,4.468049,1,0,87.4,24.6,59.3,3.4,1,25.2,1.7,23.5,"2533SR","2533S",1
"2333","2532B",52.16816,4.468049,52.0471157905223,4.29792093747227,0,1,90,19.3,67.4,3.3,1,26.4,1.3,25.1,"2532RP","2532R",1
"2532B","2289",52.0471157905223,4.29792093747227,52.03719,4.348908,1,0,59.9,42.3,13.8,3.8,1,6.6,3,3.6,"-1","-1",1
"2289","2532B",52.03719,4.348908,52.0471157905223,4.29792093747227,0,1,58.6,40.5,13.3,4.8,1,7.6,2.8,4.8,"2532RP","2532R",1
"2532A","2283",52.0437946031594,4.29258857713425,52.04643,4.322106,1,0,28.2,15.8,12.4,0,0,4.6,1.1,3.5,"2533CA","2533C",1
"2283","2532A",52.04643,4.322106,52.0437946031594,4.29258857713425,0,1,25.8,13.7,12.1,0,0,4.6,1,3.6,"2533CK","2533C",1
"2532A","2548",52.0437946031594,4.29258857713425,52.02944,4.290399,1,0,19,11.2,7.8,0,0,4,0.8,3.2,"2532EN","2532E",1
"2548","2532A",52.02944,4.290399,52.0437946031594,4.29258857713425,0,1,19.4,10.1,9.4,0,0,4.7,0.7,4,"2532EN","2532E",1
"2571","2532A",52.06937,4.286918,52.0437946031594,4.29258857713425,0,1,32.6,9.7,18.4,4.5,1,6,0.7,5.3,"2533CA","2533C",1
"2532D","2523",52.0459062928883,4.29687393506817,52.05678,4.319141,1,0,17.1,12.9,4.2,0,0,2.3,1,1.3,"2532EA","2532E",1
"2523","2532D",52.05678,4.319141,52.0459062928883,4.29687393506817,0,1,17.9,11.9,6,0,0,2.8,0.9,1.9,"2532RP","2532R",1
"2288","2532A",52.03277,4.337166,52.0437946031594,4.29258857713425,0,1,29.2,20.9,8.2,0,0,4.2,1.5,2.7,"2533CK","2533C",1
"2532V","2516",52.045154884928,4.29465346898307,52.06783,4.338401,1,0,34.5,12.9,16.3,5.2,1,5.9,0.9,5,"-1","-1",1
"2516","2532V",52.06783,4.338401,52.045154884928,4.29465346898307,0,1,31.4,12.8,16.5,2.2,1,6.4,0.9,5.5,"2531SK","2531S",1
"2548","2532V",52.02944,4.290399,52.045154884928,4.29465346898307,0,1,22.1,12.8,9.4,0,0,4.9,0.9,4,"2532EN","2532E",1
"2532D","2548",52.0459062928883,4.29687393506817,52.02944,4.290399,1,0,23.1,15.3,7.8,0,0,4.3,1.1,3.2,"2532EN","2532E",1
"2532A","2316",52.0437946031594,4.29258857713425,52.16847,4.496156,1,0,91,22.6,56.9,11.5,2,22.5,1.6,20.9,"2532EN","2532E",1
"2316","2532A",52.16847,4.496156,52.0437946031594,4.29258857713425,0,1,87.9,15.3,59.1,13.5,1,23.8,1.1,22.7,"2533CK","2533C",1
"2532S","2316",52.0487032768463,4.29887219491031,52.16847,4.496156,1,0,86.5,20.9,54.1,11.5,2,21.6,1.5,20.1,"2532EA","2532E",1
"2316","2532S",52.16847,4.496156,52.0487032768463,4.29887219491031,0,1,80.6,20.8,53,6.8,2,24.3,1.5,22.8,"2532RA","2532R",1
"2532A","3313",52.0437946031594,4.29258857713425,51.81026,4.787754,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3313","2532A",51.81026,4.787754,52.0437946031594,4.29258857713425,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532B","2523",52.0471157905223,4.29792093747227,52.05678,4.319141,1,0,14,9.8,4.2,0,0,2.1,0.7,1.4,"2532EA","2532E",1
"2523","2532B",52.05678,4.319141,52.0471157905223,4.29792093747227,0,1,16,10.1,6,0,0,2.6,0.7,1.9,"2532RP","2532R",1
"2532B","2288",52.0471157905223,4.29792093747227,52.03277,4.337166,1,0,34.2,25.2,9,0,0,3.9,1.9,2,"-1","-1",1
"2288","2532B",52.03277,4.337166,52.0471157905223,4.29792093747227,0,1,33.4,26.4,7,0,0,4.2,1.9,2.3,"2531PJ","2531P",1
"2532X","2495",52.0445182307123,4.29296960419982,52.05549,4.359042,1,0,57.5,31.3,26.2,0,0,9.1,2.4,6.7,"2533CA","2533C",1
"2495","2532X",52.05549,4.359042,52.0445182307123,4.29296960419982,0,1,53.1,29.6,23.6,0,0,9,2.3,6.7,"2533CK","2533C",1
"2511","2532X",52.07851,4.317539,52.0445182307123,4.29296960419982,0,1,29.3,12.5,16.8,0,0,6.4,0.9,5.5,"2532EN","2532E",1
"2532A","2525",52.0437946031594,4.29258857713425,52.06238,4.303305,1,0,29.6,16.7,9.1,3.7,1,5,1.2,3.8,"2545NW","2545N",1
"2525","2532A",52.06238,4.303305,52.0437946031594,4.29258857713425,0,1,23.7,16.7,7,0,0,3.6,1.3,2.3,"-1","-1",1
"2532A","2676",52.0437946031594,4.29258857713425,51.95702,4.212476,1,0,60.6,17.3,31.3,12,2,15.1,1.2,13.9,"2532EN","2532E",1
"2676","2532A",51.95702,4.212476,52.0437946031594,4.29258857713425,0,1,60.6,16.6,34.3,9.8,2,15.4,1.2,14.2,"2532EN","2532E",1
"2532T","2511",52.0474416051998,4.29884757739698,52.07851,4.317539,1,0,23.3,6.7,16.6,0,0,5.5,0.5,5,"2532EA","2532E",1
"2511","2532T",52.07851,4.317539,52.0474416051998,4.29884757739698,0,1,27.4,14.2,13.3,0,0,5.6,1,4.6,"2533SR","2533S",1
"2516","2532A",52.06783,4.338401,52.0437946031594,4.29258857713425,0,1,28.8,10.1,16.5,2.2,1,6.2,0.7,5.5,"2531SK","2531S",1
"2532A","2516",52.0437946031594,4.29258857713425,52.06783,4.338401,1,0,31.8,10.3,16.3,5.2,1,5.7,0.7,5,"-1","-1",1
"2532D","2571",52.0459062928883,4.29687393506817,52.06937,4.286918,1,0,30.4,25.4,5,0,0,3.6,1.9,1.7,"2531PJ","2531P",1
"2571","2532D",52.06937,4.286918,52.0459062928883,4.29687393506817,0,1,30.2,24.2,6,0,0,3.6,1.8,1.8,"-1","-1",1
"2532D","2595",52.0459062928883,4.29687393506817,52.08087,4.334532,1,0,41.3,15.4,21,4.8,2,7.1,1.1,6,"2532EA","2532E",1
"2595","2532D",52.08087,4.334532,52.0459062928883,4.29687393506817,0,1,43.5,24.4,16.4,2.7,1,6.8,1.7,5.1,"2532RP","2532R",1
"2532S","3313",52.0487032768463,4.29887219491031,51.81026,4.787754,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3313","2532S",51.81026,4.787754,52.0487032768463,4.29887219491031,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532S","2548",52.0487032768463,4.29887219491031,52.02944,4.290399,1,0,22.3,13.6,8.8,0,0,4.4,1,3.4,"2532RP","2532R",1
"2548","2532S",52.02944,4.290399,52.0487032768463,4.29887219491031,0,1,20.6,8.4,12.2,0,0,5.4,0.6,4.8,"2532EA","2532E",1
"2532D","1118",52.0459062928883,4.29687393506817,52.30665,4.760595,1,0,144.5,17,113.6,13.9,3,62.8,1.2,61.6,"-1","-1",1
"1118","2532D",52.30665,4.760595,52.0459062928883,4.29687393506817,0,1,145.5,21.8,108.2,15.5,3,65,1.4,63.6,"-1","-1",1
"2532S","2595",52.0487032768463,4.29887219491031,52.08087,4.334532,1,0,35.4,9.5,21,4.8,2,6.7,0.7,6,"2532EA","2532E",1
"2595","2532S",52.08087,4.334532,52.0487032768463,4.29887219491031,0,1,42.1,23,16.4,2.7,1,6.7,1.6,5.1,"2532RP","2532R",1
"2532V","2288",52.045154884928,4.29465346898307,52.03277,4.337166,1,0,36.8,19.7,12,5.1,1,4.8,1.5,3.3,"-1","-1",1
"2532V","1118",52.045154884928,4.29465346898307,52.30665,4.760595,1,0,144.4,17,113.6,13.9,3,62.8,1.2,61.6,"-1","-1",1
"1118","2532V",52.30665,4.760595,52.045154884928,4.29465346898307,0,1,141.7,24.4,103.4,13.9,4,60,1.8,58.2,"-1","-1",1
"2532X","3313",52.0445182307123,4.29296960419982,51.81026,4.787754,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3313","2532X",51.81026,4.787754,52.0445182307123,4.29296960419982,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532V","3454",52.045154884928,4.29465346898307,52.07694,5.030995,1,0,185.8,27.2,124.8,33.9,2,67.3,2,65.3,"-1","-1",1
"3454","2532V",52.07694,5.030995,52.045154884928,4.29465346898307,0,1,204.7,19.3,151.2,34.2,5,108,1,107,"2533CK","2533C",1
"2545G","3454",52.04924,4.275293,52.07694,5.030995,1,0,186.2,17.8,145.2,23.3,5,96.1,0.7,95.4,"2545JT","2545J",1
"2532T","2523",52.0474416051998,4.29884757739698,52.05678,4.319141,1,0,14,9.8,4.2,0,0,2.1,0.7,1.4,"2532EA","2532E",1
"2523","2532T",52.05678,4.319141,52.0474416051998,4.29884757739698,0,1,17,11,6,0,0,2.7,0.8,1.9,"2532RP","2532R",1
"2288","2533V",52.03277,4.337166,52.0502735545728,4.28958147252202,0,1,35.2,24.2,11,0,0,5.1,1.8,3.3,"2533XV","2533X",1
"2532A","2547",52.0437946031594,4.29258857713425,52.06093,4.266762,1,0,18.5,6.7,11.8,0,0,3.7,0.5,3.2,"-1","-1",1
"2547","2532A",52.06093,4.266762,52.0437946031594,4.29258857713425,0,1,20.1,8.8,11.3,0,0,3.5,0.6,2.9,"-1","-1",1
"2532X","2676",52.0445182307123,4.29296960419982,51.95702,4.212476,1,0,61,17.7,31.3,12,2,15.2,1.3,13.9,"2532EN","2532E",1
"2676","2532X",51.95702,4.212476,52.0445182307123,4.29296960419982,0,1,61.1,17,34.3,9.8,2,15.4,1.2,14.2,"2532EN","2532E",1
"2531K","2522",52.0441343141771,4.29620031203014,52.06038,4.327274,1,0,20.6,10.4,10.2,0,0,3.9,0.8,3.1,"2532EN","2532E",1
"2522","2531K",52.06038,4.327274,52.0441343141771,4.29620031203014,0,1,18.7,9.2,9.4,0,0,3.8,0.7,3.1,"2532EN","2532E",1
"2532A","2515",52.0437946031594,4.29258857713425,52.0727,4.321192,1,0,24.3,9.1,15.2,0,0,5,0.7,4.3,"2532EN","2532E",1
"2515","2532A",52.0727,4.321192,52.0437946031594,4.29258857713425,0,1,23.9,10.2,13.6,0,0,5.4,0.7,4.7,"2532EN","2532E",1
"2532S","2283",52.0487032768463,4.29887219491031,52.04643,4.322106,1,0,24.6,20.4,4.2,0,0,2.9,1.5,1.4,"2532EA","2532E",1
"2283","2532S",52.04643,4.322106,52.0487032768463,4.29887219491031,0,1,27.1,22.9,4.2,0,0,3.1,1.6,1.5,"2532RA","2532R",1
"2532S","2571",52.0487032768463,4.29887219491031,52.06937,4.286918,1,0,25.9,22.6,3.3,0,0,2.9,1.7,1.2,"2532RA","2532R",1
"2571","2532S",52.06937,4.286918,52.0487032768463,4.29887219491031,0,1,25.8,22,3.9,0,0,2.8,1.6,1.2,"2532RA","2532R",1
"2532X","2547",52.0445182307123,4.29296960419982,52.06093,4.266762,1,0,18.9,7,11.8,0,0,3.8,0.5,3.3,"-1","-1",1
"2547","2532X",52.06093,4.266762,52.0445182307123,4.29296960419982,0,1,20.5,9.2,11.3,0,0,3.6,0.7,2.9,"-1","-1",1
"2532X","2548",52.0445182307123,4.29296960419982,52.02944,4.290399,1,0,19.4,11.6,7.8,0,0,4,0.8,3.2,"2532EN","2532E",1
"2548","2532X",52.02944,4.290399,52.0445182307123,4.29296960419982,0,1,19.9,10.5,9.4,0,0,4.7,0.8,3.9,"2532EN","2532E",1
"2532A","2572",52.0437946031594,4.29258857713425,52.06443,4.29356,1,0,22.4,3.8,14.3,4.3,1,4.5,0.3,4.2,"2545JT","2545J",1
"2572","2532A",52.06443,4.29356,52.0437946031594,4.29258857713425,0,1,25.2,20,5.2,0,0,3.3,1.5,1.8,"-1","-1",1
"2532B","1118",52.0471157905223,4.29792093747227,52.30665,4.760595,1,0,147,19.5,113.6,13.9,3,62.9,1.4,61.5,"-1","-1",1
"1118","2532B",52.30665,4.760595,52.0471157905223,4.29792093747227,0,1,138.4,21,103.4,13.9,4,59.7,1.5,58.2,"-1","-1",1
"2531K","2572",52.0441343141771,4.29620031203014,52.06443,4.29356,1,0,22.8,5,15.1,2.7,1,4.9,0.4,4.5,"2545JT","2545J",1
"2572","2531K",52.06443,4.29356,52.0441343141771,4.29620031203014,0,1,20.9,15.6,5.2,0,0,3,1.2,1.8,"-1","-1",1
"2531K","3011",52.0441343141771,4.29620031203014,51.91868,4.487522,1,0,92.7,33,52.3,7.4,1,34.4,2,32.4,"2533SR","2533S",1
"2531K","2288",52.0441343141771,4.29620031203014,52.03277,4.337166,1,0,32.4,22.8,9.6,0,0,4,1.7,2.3,"-1","-1",1
"2288","2531K",52.03277,4.337166,52.0441343141771,4.29620031203014,0,1,29.6,22.1,7.4,0,0,4,1.6,2.4,"-1","-1",1
"2532D","2676",52.0459062928883,4.29687393506817,51.95702,4.212476,1,0,64.7,21.4,31.3,12,2,15.4,1.6,13.8,"2532EN","2532E",1
"2676","2532D",51.95702,4.212476,52.0459062928883,4.29687393506817,0,1,64.7,20.7,34.3,9.8,2,15.7,1.5,14.2,"2532EN","2532E",1
"2532A","2555",52.0437946031594,4.29258857713425,52.061,4.225491,1,0,32.7,7.7,21,4,1,7.6,0.6,7,"2545CG","2545C",1
"2555","2532A",52.061,4.225491,52.0437946031594,4.29258857713425,0,1,34.8,9.2,21.9,3.6,1,7.6,0.7,6.9,"2545CG","2545C",1
"2532B","2571",52.0471157905223,4.29792093747227,52.06937,4.286918,1,0,29.1,24.1,5,0,0,3.5,1.8,1.7,"2531PJ","2531P",1
"2532S","2333",52.0487032768463,4.29887219491031,52.16816,4.468049,1,0,89.6,15.8,62.6,11.2,1,24.5,1.1,23.4,"2532EA","2532E",1
"2333","2532S",52.16816,4.468049,52.0487032768463,4.29887219491031,0,1,90.5,19.8,67.4,3.3,1,26.5,1.4,25.1,"2532RP","2532R",1
"2532S","2511",52.0487032768463,4.29887219491031,52.07851,4.317539,1,0,20.5,3.9,16.6,0,0,5.3,0.3,5,"2532EA","2532E",1
"2511","2532S",52.07851,4.317539,52.0487032768463,4.29887219491031,0,1,26.8,13.5,13.3,0,0,5.6,1,4.6,"2533SR","2533S",1
"2532X","1118",52.0445182307123,4.29296960419982,52.30665,4.760595,1,0,142.9,14.3,114.7,13.9,3,63.1,1,62.1,"2533CA","2533C",1
"1118","2532X",52.30665,4.760595,52.0445182307123,4.29296960419982,0,1,143.2,27.4,101.9,13.9,4,59.6,2,57.6,"2532RA","2532R",1
"2532A","2595",52.0437946031594,4.29258857713425,52.08087,4.334532,1,0,39.9,11.2,23.8,4.8,2,7.6,0.8,6.8,"2532EN","2532E",1
"2595","2532A",52.08087,4.334532,52.0437946031594,4.29258857713425,0,1,40,7.6,25.6,6.8,2,8.6,0.5,8.1,"2545JT","2545J",1
"2532A","2289",52.0437946031594,4.29258857713425,52.03719,4.348908,1,0,58.8,41.4,17.3,0,0,8,3.1,4.9,"2533CA","2533C",1
"2532A","3584",52.0437946031594,4.29258857713425,52.08607,5.167942,1,0,195.5,20.7,145.4,29.5,4,97.2,0.9,96.3,"2532EN","2532E",1
"3584","2532A",52.08607,5.167942,52.0437946031594,4.29258857713425,0,1,212.3,14.4,160.1,37.8,5,107.8,0.7,107.1,"2533CK","2533C",1
"2532B","2547",52.0471157905223,4.29792093747227,52.06093,4.266762,1,0,24.6,12.8,11.8,0,0,4.2,1,3.2,"-1","-1",1
"2547","2532B",52.06093,4.266762,52.0471157905223,4.29792093747227,0,1,26.8,14.3,12.5,0,0,4.5,1.1,3.4,"2545CC","2545C",1
"2532T","2316",52.0474416051998,4.29884757739698,52.16847,4.496156,1,0,89.3,23.7,54.1,11.5,2,21.8,1.7,20.1,"2532EA","2532E",1
"2316","2532T",52.16847,4.496156,52.0474416051998,4.29884757739698,0,1,89,32.1,50.8,6,1,23.4,2.3,21.1,"2531SK","2531S",1
"2532A","3454",52.0437946031594,4.29258857713425,52.07694,5.030995,1,0,185.2,23.2,126,35.9,2,69.2,1.6,67.6,"2532EN","2532E",1
